1a06_A	17	145	Q63450	nonHumanMammal
1jmu_B	1	609	P11077	virus
1jmx_B	3	99	Q8VW82	bacteria
1jny_A	1	252	P35021	bacteria
1jny_A	1	338	P35021	bacteria
1jny_A	319	416	P35021	bacteria
1jny_A	6	268	P35021	bacteria
1jny_A	63	287	P35021	bacteria
1joc_A	58	123	Q15075	human
1joc_A	59	107	Q15075	human
1jr3_D	101	338	P28630	bacteria
1jr3_D	137	244	P28630	bacteria
1jr3_D	76	217	P28630	bacteria
1jr3_D	78	264	P28630	bacteria
1jr8_A	1	106	Q12284	plantfungi
1jrr_A	187	353	P05120	human
1jte_A	2	207	P07617	virus
1jte_A	38	207	P07617	virus
1jy5_A	20	169	Q9M7C7	plantfungi
1jy5_A	20	201	Q9M7C7	plantfungi
1jzq_A	12	768	P56690	bacteria
1jzq_A	12	817	P56690	bacteria
1jzq_A	13	98	P56690	bacteria
1jzq_A	14	173	P56690	bacteria
1jzq_A	16	624	P56690	bacteria
1jzq_A	343	619	P56690	bacteria
1jzq_A	370	619	P56690	bacteria
1jzq_A	38	181	P56690	bacteria
1jzq_A	387	622	P56690	bacteria
1jzq_A	387	770	P56690	bacteria
1jzq_A	443	619	P56690	bacteria
1jzq_A	47	122	P56690	bacteria
1jzq_A	47	822	P56690	bacteria
1jzq_A	565	767	P56690	bacteria
1k0e_A	102	434	P05041	bacteria
1k0e_A	130	434	P05041	bacteria
1k0e_A	17	152	P05041	bacteria
1k0e_A	185	434	P05041	bacteria
1k0e_A	223	434	P05041	bacteria
1k0e_A	250	428	P05041	bacteria
1k1a_A	112	202	P20749	human
1k1a_A	38	80	P20749	human
1k3x_A	156	206	P50465	bacteria
1k99_A	2	86	P17480	human
1k9a_A	183	242	P32577	nonHumanMammal
1k9t_A	1	539	P07254	bacteria
1k9t_A	244	340	P07254	bacteria
1kcf_A	108	237	Q10423	plantfungi
1kcf_A	34	187	Q10423	plantfungi
1kcf_A	34	225	Q10423	plantfungi
1kcf_A	36	241	Q10423	plantfungi
1kcf_A	91	236	Q10423	plantfungi
1khv_A	110	432	P27410	virus
1khv_A	129	422	P27410	virus
1khv_A	145	422	P27410	virus
1khv_A	145	473	P27410	virus
1khv_A	177	331	P27410	virus
1khv_A	177	357	P27410	virus
1khv_A	177	429	P27410	virus
1khv_A	212	381	P27410	virus
1khv_A	62	403	P27410	virus
1khv_A	96	494	P27410	virus
1kjw_A	133	245	P31016	nonHumanMammal
1kjw_A	133	280	P31016	nonHumanMammal
1klx_A	45	134	O25103	bacteria
1kmj_A	149	235	P77444	bacteria
1kob_A	102	230	Q16980	invertebrate
1kob_A	104	288	Q16980	invertebrate
1kob_A	119	224	Q16980	invertebrate
1kob_A	123	277	Q16980	invertebrate
1kob_A	124	296	Q16980	invertebrate
1kob_A	130	321	Q16980	invertebrate
1kob_A	148	287	Q16980	invertebrate
1kob_A	85	296	Q16980	invertebrate
1ksy_A	45	122	P03116	virus
1ktg_A	1	120	Q9U2M7	invertebrate
1ktg_A	1	136	Q9U2M7	invertebrate
1ktg_A	1	71	Q9U2M7	invertebrate
1ktg_A	1	95	Q9U2M7	invertebrate
1ktg_A	17	137	Q9U2M7	invertebrate
1ktg_A	18	65	Q9U2M7	invertebrate
1ktg_A	25	120	Q9U2M7	invertebrate
1ktg_A	28	93	Q9U2M7	invertebrate
1ktg_A	33	136	Q9U2M7	invertebrate
1kxf_A	1	160	P03316	virus
1l2m_A	1	119	P27260	virus
1l2m_A	38	119	P27260	virus
1l3k_A	3	147	P09651	human
1l6j_A	15	68	P14780	human
1l7b_A	3	75	P26996	bacteria
1l7b_A	3	91	P26996	bacteria
1l8k_A	41	227	P17706	human
1l8k_A	41	274	P17706	human
1l8q_A	25	112	O66659	bacteria
1l9x_A	23	112	Q92820	human
1l9x_A	3	223	Q92820	human
1l9x_A	97	217	Q92820	human
1lar_A	345	564	P10586	human
1lar_A	357	469	P10586	human
1lar_A	362	564	P10586	human
1lar_A	459	557	P10586	human
1lar_A	49	274	P10586	human
1lbu_A	8	179	P00733	bacteria
1ld4_A	1	152	P03316	virus
1ld4_M	1	370	P03316	virus
1lg7_A	1	165	nan	nan
1li5_A	185	256	P21888	bacteria
1li5_A	23	304	P21888	bacteria
1li5_A	23	385	P21888	bacteria
1li5_A	237	386	P21888	bacteria
1li5_A	25	104	P21888	bacteria
1li5_A	25	258	P21888	bacteria
1li5_A	31	146	P21888	bacteria
1ll2_A	1	217	P13280	nonHumanMammal
1ll2_A	105	251	P13280	nonHumanMammal
1ll2_A	129	225	P13280	nonHumanMammal
1ll2_A	129	253	P13280	nonHumanMammal
1ll2_A	160	250	P13280	nonHumanMammal
1ll2_A	2	119	P13280	nonHumanMammal
1ll2_A	2	138	P13280	nonHumanMammal
1ll2_A	2	155	P13280	nonHumanMammal
1ll2_A	3	174	P13280	nonHumanMammal
1ll2_A	3	256	P13280	nonHumanMammal
1ll2_A	41	252	P13280	nonHumanMammal
1ll2_A	44	225	P13280	nonHumanMammal
1ll2_A	49	118	P13280	nonHumanMammal
1ll2_A	6	233	P13280	nonHumanMammal
1ll2_A	79	137	P13280	nonHumanMammal
1ll2_A	83	251	P13280	nonHumanMammal
1ll2_A	84	153	P13280	nonHumanMammal
1ll2_A	92	226	P13280	nonHumanMammal
1lnz_A	157	334	P20964	bacteria
1ltq_A	152	298	P06855	virus
1ltq_A	238	298	P06855	virus
1lv7_A	1	90	P0AAI3	bacteria
1lvw_A	1	101	O27819	bacteria
1lvw_A	1	81	O27819	bacteria
1m0d_A	1	72	P00641	virus
1m0d_A	1	90	P00641	virus
1m2o_B	1	164	P20606	plantfungi
1m3d_A	1	114	Q7SIB2	nonHumanMammal
1m3d_A	1	130	Q7SIB2	nonHumanMammal
1m3d_A	1	148	Q7SIB2	nonHumanMammal
1m3d_A	1	207	Q7SIB2	nonHumanMammal
1m3d_C	1	179	Q7SIB3	nonHumanMammal
1m3y_A	1	196	nan	nan
1m3y_A	1	364	nan	nan
1m3y_A	1	414	nan	nan
1m3y_A	171	220	nan	nan
1m3y_A	171	414	nan	nan
1m3y_A	173	299	nan	nan
1m3y_A	188	412	nan	nan
1m3y_A	230	414	nan	nan
1m3y_A	281	412	nan	nan
1m3y_A	34	249	nan	nan
1m3y_A	40	167	nan	nan
1m3y_A	60	191	nan	nan
1m3y_A	65	168	nan	nan
1m4x_A	172	414	P30328	virus
1m4x_A	67	414	P30328	virus
1m62_A	9	86	nan	nan
1m6d_A	130	194	Q9UBX1	human
1m6d_A	159	215	Q9UBX1	human
1m6d_A	2	214	Q9UBX1	human
1m6d_A	55	215	Q9UBX1	human
1m6d_A	92	194	Q9UBX1	human
1m7b_A	1	179	P61587	human
1m9s_A	63	207	P25147	bacteria
1mc3_A	4	100	P61887	bacteria
1md8_A	22	315	P00736	human
1md8_A	90	272	P00736	human
1mh1_A	3	184	P63000	human
1mi8_A	1	141	Q55418	bacteria
1mit_A	1	67	P19873	plantfungi
1mj0_A	20	142	nan	nan
1mk0_A	1	63	P13299	virus
1mk0_A	1	81	P13299	virus
1mk0_A	1	98	P13299	virus
1mk4_A	2	131	P54562	bacteria
1mk4_A	44	158	P54562	bacteria
1mk4_A	66	131	P54562	bacteria
1mky_A	1	153	Q9X1F8	bacteria
1ml9_A	90	261	Q8X225	plantfungi
1moz_A	14	176	P38116	plantfungi
1mpg_A	111	229	P04395	bacteria
1mqs_A	510	583	P22213	plantfungi
1mrv_A	12	172	P31751	human
1mrv_A	12	231	P31751	human
1mrv_A	26	210	P31751	human
1mrv_A	48	232	P31751	human
1mrv_A	51	182	P31751	human
1mrv_A	76	232	P31751	human
1mrv_A	89	210	P31751	human
1msz_A	1	63	P38935	human
1mtz_A	10	70	P96084	bacteria
1mtz_A	2	107	P96084	bacteria
1mus_A	164	356	Q46731	bacteria
1mus_A	4	366	Q46731	bacteria
1mvh_A	111	269	O60016	plantfungi
1mvh_A	148	269	O60016	plantfungi
1mvh_A	93	269	O60016	plantfungi
1mx1_A	99	229	P23141	human
1mxr_A	19	332	P69924	bacteria
1mxr_A	269	339	P69924	bacteria
1n0q_A	2	59	nan	nan
1n0q_A	8	33	nan	nan
1n0r_A	1	127	nan	nan
1n0r_A	1	63	nan	nan
1n0r_A	18	127	nan	nan
1n0r_A	18	60	nan	nan
1n0r_A	2	46	nan	nan
1n0r_A	21	43	nan	nan
1n11_A	1	302	P16157	human
1n11_A	11	319	P16157	human
1n11_A	12	336	P16157	human
1n11_A	128	372	P16157	human
1n11_A	131	335	P16157	human
1n11_A	134	354	P16157	human
1n11_A	14	256	P16157	human
1n11_A	145	371	P16157	human
1n11_A	172	368	P16157	human
1n11_A	198	371	P16157	human
1n11_A	2	226	P16157	human
1n11_A	3	26	P16157	human
1n11_A	35	272	P16157	human
1n11_A	44	385	P16157	human
1n11_A	69	371	P16157	human
1n11_A	82	319	P16157	human
1n11_A	93	367	P16157	human
1n18_A	38	154	P00441	human
1n1h_A	1	1265	P0CK31	virus
1n7d_A	1	174	P01130	human
1n8f_A	38	332	P0AB91	bacteria
1n93_X	124	335	nan	nan
1n93_X	135	288	nan	nan
1na7_A	19	182	P68400	human
1na7_A	36	182	P68400	human
1ncq_A	1	194	P03303	virus
1ncq_A	1	250	P03303	virus
1ncq_C	90	229	P03303	virus
1nd4_A	162	220	nan	nan
1nee_A	38	136	O27797	bacteria
1ng7_A	2	61	P03300	virus
1nh6_A	1	541	P07254	bacteria
1njr_A	2	192	Q04299	plantfungi
1nlt_A	1	229	P25491	plantfungi
1nlt_A	34	100	P25491	plantfungi
1nlt_A	7	120	P25491	plantfungi
1nn5_A	1	198	P23919	human
1nn7_A	2	64	Q63881	nonHumanMammal
1nn7_A	2	86	Q63881	nonHumanMammal
1nnw_A	1	81	Q8U1C6	bacteria
1noy_A	102	233	P04415	virus
1noy_A	102	290	P04415	virus
1noy_A	102	337	P04415	virus
1noy_A	102	353	P04415	virus
1noy_A	106	271	P04415	virus
1noy_A	106	309	P04415	virus
1noy_A	108	250	P04415	virus
1noy_A	118	332	P04415	virus
1noy_A	119	290	P04415	virus
1noy_A	129	370	P04415	virus
1noy_A	140	327	P04415	virus
1noy_A	158	331	P04415	virus
1noy_A	173	373	P04415	virus
1noy_A	174	324	P04415	virus
1noy_A	179	233	P04415	virus
1noy_A	179	303	P04415	virus
1noy_A	180	250	P04415	virus
1noy_A	182	342	P04415	virus
1noy_A	86	303	P04415	virus
1nrw_A	1	71	P94592	bacteria
1nrw_A	1	97	P94592	bacteria
1nun_A	1	124	O15520	human
1nun_A	1	140	O15520	human
1nun_A	1	86	O15520	human
1nun_A	38	90	O15520	human
1nun_A	60	97	O15520	human
1nv8_A	46	235	Q9WYV8	bacteria
1nv8_A	98	194	Q9WYV8	bacteria
1nw5_A	1	237	P14751	bacteria
1nw5_A	11	253	P14751	bacteria
1nw5_A	26	234	P14751	bacteria
1nw8_A	54	250	P14751	bacteria
1nw8_A	56	234	P14751	bacteria
1nw8_A	99	250	P14751	bacteria
1nyo_A	4	163	P9WNF5	bacteria
1o0w_A	10	184	Q9X0I6	bacteria
1o0w_A	136	239	Q9X0I6	bacteria
1o0w_A	19	239	Q9X0I6	bacteria
1o0w_A	3	239	Q9X0I6	bacteria
1o0w_A	50	239	Q9X0I6	bacteria
1o0w_A	77	239	Q9X0I6	bacteria
1o69_A	1	253	Q9S5Y7	bacteria
1o69_A	1	375	Q9S5Y7	bacteria
1o69_A	122	233	Q9S5Y7	bacteria
1o6k_A	10	210	P31751	human
1o6k_A	113	216	P31751	human
1o6k_A	113	264	P31751	human
1o6k_A	26	266	P31751	human
1o6v_A	218	389	P0DJM0	bacteria
1o6v_A	288	380	P0DJM0	bacteria
1o6v_A	44	385	P0DJM0	bacteria
1o91_A	1	132	Q00780	nonHumanMammal
1o91_A	1	59	Q00780	nonHumanMammal
1o91_A	1	75	Q00780	nonHumanMammal
1o91_A	17	132	Q00780	nonHumanMammal
1oa8_A	6	128	P54253	human
1oa8_A	7	98	P54253	human
1ob3_A	1	212	Q07785	invertebrate
1ob3_A	1	278	Q07785	invertebrate
1ob3_A	112	269	Q07785	invertebrate
1ob3_A	27	265	Q07785	invertebrate
1ob3_A	47	207	Q07785	invertebrate
1ob3_A	47	271	Q07785	invertebrate
1ob3_A	93	212	Q07785	invertebrate
1ob3_A	93	278	Q07785	invertebrate
1odk_A	13	206	Q5SID9	bacteria
1odk_A	50	206	Q5SID9	bacteria
1of1_A	1	198	P03176	virus
1ogu_A	111	197	P24941	human
1ohf_A	1	511	Q4TVT6	virus
1ohf_A	1	540	Q4TVT6	virus
1ohf_A	28	495	Q4TVT6	virus
1ohf_A	521	539	Q4TVT6	virus
1oix_A	2	168	P62491	human
1ojl_A	2	293	P25852	bacteria
1ojl_A	22	189	P25852	bacteria
1ok8_A	10	197	P12823	virus
1ok8_A	10	220	P12823	virus
1ok8_A	10	251	P12823	virus
1ok8_A	10	56	P12823	virus
1ok8_A	41	197	P12823	virus
1ok8_A	43	220	P12823	virus
1ok8_A	43	251	P12823	virus
1ok8_A	56	145	P12823	virus
1ok8_A	7	145	P12823	virus
1os2_A	11	127	P39900	human
1os2_A	24	161	P39900	human
1os2_A	8	160	P39900	human
1os2_A	86	160	P39900	human
1osn_A	5	205	P0C0E6	virus
1ot3_A	1	175	Q9XZT6	invertebrate
1ot3_A	1	198	Q9XZT6	invertebrate
1owl_A	206	262	P05327	bacteria
1oxj_A	4	67	Q23972	invertebrate
1oxn_A	9	97	Q96CA5	human
1oxx_K	122	201	Q97UY8	bacteria
1oxx_K	136	185	Q97UY8	bacteria
1oxx_K	152	203	Q97UY8	bacteria
1oxx_K	19	228	Q97UY8	bacteria
1oxx_K	23	153	Q97UY8	bacteria
1oxx_K	26	209	Q97UY8	bacteria
1oxx_K	27	188	Q97UY8	bacteria
1oxx_K	29	66	Q97UY8	bacteria
1oy3_D	115	211	Q60778	nonHumanMammal
1oy3_D	120	144	Q60778	nonHumanMammal
1oy3_D	141	221	Q60778	nonHumanMammal
1oy3_D	8	104	Q60778	nonHumanMammal
1oyw_A	14	187	P15043	bacteria
1oyw_A	14	464	P15043	bacteria
1oyw_A	253	343	P15043	bacteria
1oyw_A	281	332	P15043	bacteria
1oyw_A	3	214	P15043	bacteria
1oyw_A	3	448	P15043	bacteria
1oyw_A	3	483	P15043	bacteria
1oyw_A	42	184	P15043	bacteria
1oyw_A	78	483	P15043	bacteria
1oyw_A	90	214	P15043	bacteria
1p15_A	9	246	P18052	nonHumanMammal
1p15_A	97	246	P18052	nonHumanMammal
1p16_A	16	226	P78587	plantfungi
1p16_A	320	390	P78587	plantfungi
1p35_A	1	188	P08160	virus
1p35_A	1	212	P08160	virus
1p35_A	1	247	P08160	virus
1p35_A	1	300	P08160	virus
1p35_A	195	299	P08160	virus
1p5z_B	1	183	P27707	human
1p5z_B	1	209	P27707	human
1p5z_B	1	229	P27707	human
1p5z_B	118	229	P27707	human
1p5z_B	138	228	P27707	human
1p5z_B	89	229	P27707	human
1p8l_A	1	277	O41026	virus
1p9h_A	97	180	P31489	bacteria
1pbh_A	217	295	P07858	human
1pbh_A	58	315	P07858	human
1pc3_A	6	333	P9WGU1	bacteria
1pci_A	1	67	P10056	plantfungi
1peq_A	212	277	Q08698	bacteria
1peq_A	221	369	Q08698	bacteria
1peq_A	240	281	Q08698	bacteria
1peq_A	323	369	Q08698	bacteria
1peq_A	361	503	Q08698	bacteria
1peq_A	393	601	Q08698	bacteria
1peq_A	427	499	Q08698	bacteria
1peq_A	606	680	Q08698	bacteria
1pff_A	83	263	O15565	invertebrate
1plq_A	1	103	P15873	plantfungi
1plq_A	1	257	P15873	plantfungi
1pme_A	61	202	P28482	human
1pme_A	61	229	P28482	human
1poc_A	1	103	P00630	invertebrate
1poc_A	1	122	P00630	invertebrate
1poc_A	1	87	P00630	invertebrate
1poc_A	2	70	P00630	invertebrate
1pov_0	33	297	P03300	virus
1pov_0	55	301	P03300	virus
1pp9_A	348	443	P31800	nonHumanMammal
1pw4_A	22	425	P08194	bacteria
1pwa_A	1	107	O95750	human
1pwa_A	35	88	O95750	human
1pwb_A	27	132	P35247	human
1pwb_A	27	152	P35247	human
1pwb_A	46	122	P35247	human
1q0r_A	229	296	nan	nan
1q1u_A	1	139	P61328	human
1q1u_A	23	119	P61328	human
1q1u_A	4	119	P61328	human
1q1u_A	48	121	P61328	human
1q1u_A	50	100	P61328	human
1q27_A	27	168	Q9RY71	bacteria
1q3a_A	4	156	P09238	human
1q3a_A	52	124	P09238	human
1q3a_A	52	156	P09238	human
1q4q_A	1	95	Q24306	invertebrate
1q4q_A	4	79	Q24306	invertebrate
1q5h_A	1	128	P33316	human
1q7f_A	118	239	Q8MQJ9	invertebrate
1q7f_A	5	271	Q8MQJ9	invertebrate
1q7f_A	79	239	Q8MQJ9	invertebrate
1q7l_A	2	188	Q03154	human
1q7l_A	51	186	Q03154	human
1q7l_A	70	189	Q03154	human
1q8y_A	151	316	Q03656	plantfungi
1q8y_A	169	324	Q03656	plantfungi
1q8y_A	188	324	Q03656	plantfungi
1qd9_A	3	83	P37552	bacteria
1qdl_B	30	192	Q06129	bacteria
1qdl_B	47	147	Q06129	bacteria
1qdl_B	47	192	Q06129	bacteria
1qdl_B	5	104	Q06129	bacteria
1qdl_B	5	192	Q06129	bacteria
1qdl_B	79	192	Q06129	bacteria
1qe3_A	10	63	P37967	bacteria
1qg8_A	1	176	P39621	bacteria
1qg8_A	1	214	P39621	bacteria
1qg8_A	2	194	P39621	bacteria
1qg8_A	25	195	P39621	bacteria
1qgn_A	183	394	Q9ZPL5	plantfungi
1qgn_A	56	229	Q9ZPL5	plantfungi
1qhk_A	1	48	Q04740	plantfungi
1qht_A	206	338	Q56366	bacteria
1qht_A	382	493	Q56366	bacteria
1qht_A	383	452	Q56366	bacteria
1qkl_A	36	127	P61218	human
1qkl_A	55	125	P61218	human
1qql_A	1	112	Q02195	nonHumanMammal
1qql_A	1	130	Q02195	nonHumanMammal
1qql_A	46	112	Q02195	nonHumanMammal
1qtw_A	1	90	P0A6C1	bacteria
1qtw_A	170	262	P0A6C1	bacteria
1qtw_A	2	240	P0A6C1	bacteria
1qtw_A	59	271	P0A6C1	bacteria
1qui_A	1	188	P0AG82	bacteria
1qui_A	1	280	P0AG82	bacteria
1qui_A	2	172	P0AG82	bacteria
1qui_A	8	224	P0AG82	bacteria
1qul_A	12	171	P0AG82	bacteria
1qul_A	33	281	P0AG82	bacteria
1qul_A	61	171	P0AG82	bacteria
1quw_A	5	97	P80579	bacteria
1qvr_A	341	502	Q9RA63	bacteria
1qvr_A	363	492	Q9RA63	bacteria
1qvr_A	363	512	Q9RA63	bacteria
1qwr_A	150	305	P39841	bacteria
1qzr_A	152	253	P06786	plantfungi
1qzr_A	4	252	P06786	plantfungi
1qzr_A	43	222	P06786	plantfungi
1qzr_A	53	197	P06786	plantfungi
1qzr_A	78	237	P06786	plantfungi
1qzu_A	1	150	Q96CD2	human
1qzu_A	100	160	Q96CD2	human
1qzu_A	29	150	Q96CD2	human
1qzu_A	80	161	Q96CD2	human
1r29_A	4	123	P41182	human
1r2d_A	28	143	Q07817	human
1r2d_A	54	143	Q07817	human
1r2q_A	4	170	P20339	human
1r30_A	170	312	P12996	bacteria
1r30_A	99	312	P12996	bacteria
1r49_A	352	452	P11387	human
1r52_A	1	284	P28777	plantfungi
1r5b_A	23	157	O74718	plantfungi
1r5b_A	23	408	O74718	plantfungi
1r5b_A	24	135	O74718	plantfungi
1r5b_A	24	241	O74718	plantfungi
1r5b_A	24	315	O74718	plantfungi
1r5b_A	26	206	O74718	plantfungi
1r5b_A	26	84	O74718	plantfungi
1r5b_A	300	409	O74718	plantfungi
1r5b_A	360	410	O74718	plantfungi
1r66_A	78	172	Q9ZGH3	bacteria
1r6r_A	1	81	P12823	virus
1r6u_A	1	50	P23381	human
1r6u_A	240	297	P23381	human
1r8s_A	1	117	P84080	nonHumanMammal
1r8s_A	1	161	P84080	nonHumanMammal
1r8s_A	44	111	P84080	nonHumanMammal
1r8s_A	65	116	P84080	nonHumanMammal
1r9o_A	137	456	P11712	human
1r9o_A	197	425	P11712	human
1r9o_A	242	422	P11712	human
1r9o_A	256	375	P11712	human
1r9o_A	276	416	P11712	human
1r9o_A	278	380	P11712	human
1r9o_A	301	423	P11712	human
1raj_A	25	200	P03300	virus
1rbr_A	2	142	P0A7Y4	bacteria
1rbr_A	2	89	P0A7Y4	bacteria
1rbu_A	2	141	P0A7Y4	bacteria
1rd6_A	1	541	P07254	bacteria
1rd6_A	235	293	P07254	bacteria
1rd6_A	3	98	P07254	bacteria
1rdr_A	1	317	P03300	virus
1rer_A	1	392	P03315	virus
1rg8_A	32	124	P05230	human
1rg8_A	57	126	P05230	human
1rg8_A	9	142	P05230	human
1rgo_A	1	71	nan	nan
1ri5_A	7	209	Q8SR66	plantfungi
1rif_A	110	281	P20703	virus
1rif_A	111	265	P20703	virus
1rif_A	112	249	P20703	virus
1rif_A	128	264	P20703	virus
1rif_A	128	280	P20703	virus
1rif_A	135	248	P20703	virus
1rif_A	4	281	P20703	virus
1rii_A	29	116	P9WIC9	bacteria
1rkq_A	1	61	P0A8Y5	bacteria
1rkq_A	6	79	P0A8Y5	bacteria
1rm8_A	29	134	P51512	human
1rm8_A	35	168	P51512	human
1rm8_A	4	169	P51512	human
1rmg_A	17	286	Q00001	plantfungi
1rmg_A	19	230	Q00001	plantfungi
1ro2_A	1	147	Q54324	bacteria
1ro2_A	1	164	Q54324	bacteria
1rpz_A	1	288	P06855	virus
1rpz_A	159	288	P06855	virus
1rqg_A	2	54	Q9V011	bacteria
1rqg_A	326	375	Q9V011	bacteria
1rqg_A	393	518	Q9V011	bacteria
1rr8_C	437	495	P11387	human
1rrv_A	1	292	Q9AFC7	bacteria
1rrv_A	1	402	Q9AFC7	bacteria
1rrv_A	188	402	Q9AFC7	bacteria
1rrv_A	211	402	Q9AFC7	bacteria
1rrv_A	225	382	Q9AFC7	bacteria
1rrv_A	259	370	Q9AFC7	bacteria
1rrv_A	88	397	Q9AFC7	bacteria
1rrv_A	98	370	Q9AFC7	bacteria
1rts_A	1	281	P45352	nonHumanMammal
1rts_A	83	281	P45352	nonHumanMammal
1ru4_A	9	234	P0C1A7	bacteria
1rxt_A	1	129	P30419	human
1rxt_A	1	234	P30419	human
1rxt_A	1	337	P30419	human
1rxt_A	131	343	P30419	human
1rxt_A	136	255	P30419	human
1rxt_A	259	343	P30419	human
1rxt_A	277	343	P30419	human
1rxw_A	1	253	O29975	bacteria
1rxw_A	1	274	O29975	bacteria
1rxw_A	191	252	O29975	bacteria
1rxw_A	208	253	O29975	bacteria
1s1g_A	1	66	Q9UK17	human
1s1g_A	1	89	Q9UK17	human
1s3e_A	1	457	P27338	human
1s3e_A	1	65	P27338	human
1s3e_A	1	82	P27338	human
1s3e_A	1	98	P27338	human
1s3e_A	140	457	P27338	human
1s3e_A	5	272	P27338	human
1s3e_A	5	307	P27338	human
1s3l_A	1	67	Q58346	bacteria
1s3x_A	201	379	P0DMV8	human
1s48_A	77	413	P19711	virus
1s4d_A	1	153	P21631	bacteria
1s4v_A	19	211	O65039	plantfungi
1s4v_A	2	211	O65039	plantfungi
1s5j_A	189	660	P26811	bacteria
1s5j_A	213	608	P26811	bacteria
1s5j_A	213	673	P26811	bacteria
1s5j_A	244	660	P26811	bacteria
1s68_A	1	234	P32277	virus
1s68_A	2	153	P32277	virus
1s68_A	25	216	P32277	virus
1s68_A	26	136	P32277	virus
1s68_A	27	154	P32277	virus
1s68_A	27	232	P32277	virus
1s70_B	40	162	Q90623	nonMammalVertebrate
1s70_B	41	262	Q90623	nonMammalVertebrate
1s70_B	76	127	Q90623	nonMammalVertebrate
1s96_A	2	99	P60546	bacteria
1s9h_A	99	233	P03132	virus
1sb8_A	20	148	Q8KN66	bacteria
1sb8_A	20	182	Q8KN66	bacteria
1sb8_A	20	244	Q8KN66	bacteria
1sb8_A	20	280	Q8KN66	bacteria
1sb8_A	20	337	Q8KN66	bacteria
1sdz_A	1	80	Q24306	invertebrate
1sdz_A	2	98	Q24306	invertebrate
1se0_A	1	84	Q24306	invertebrate
1sez_A	2	79	O24164	plantfungi
1sfe_A	82	163	P06134	bacteria
1sfn_A	87	245	Q9RV77	bacteria
1sfr_A	14	148	P9WQP3	bacteria
1sg7_A	1	76	P0AE65	bacteria
1sjn_A	1	132	P9WNS5	bacteria
1sjn_A	26	97	P9WNS5	bacteria
1sjy_A	1	130	Q9RVK2	bacteria
1sjy_A	35	128	Q9RVK2	bacteria
1sjy_A	36	102	Q9RVK2	bacteria
1sjy_A	8	102	Q9RVK2	bacteria
1sjy_A	8	150	Q9RVK2	bacteria
1skq_A	6	376	P35021	bacteria
1skq_A	65	178	P35021	bacteria
1skq_A	7	338	P35021	bacteria
1skq_A	7	411	P35021	bacteria
1slm_A	1	216	P08254	human
1slm_A	1	58	P08254	human
1slm_A	1	78	P08254	human
1slm_A	120	226	P08254	human
1slm_A	138	220	P08254	human
1slm_A	144	202	P08254	human
1slm_A	167	227	P08254	human
1slm_A	19	227	P08254	human
1slm_A	20	203	P08254	human
1slm_A	43	222	P08254	human
1slm_A	62	227	P08254	human
1slm_A	65	199	P08254	human
1slm_A	81	224	P08254	human
1slm_A	89	197	P08254	human
1slm_A	99	223	P08254	human
1smh_A	43	230	P00517	nonHumanMammal
1su3_A	1	193	P03956	human
1su3_A	1	257	P03956	human
1su3_A	15	416	P03956	human
1svb_A	10	56	P14336	virus
1svm_A	151	288	P03070	virus
1svm_A	152	219	P03070	virus
1svm_A	155	266	P03070	virus
1svm_A	159	241	P03070	virus
1sw6_A	207	255	P09959	plantfungi
1sw6_A	35	135	P09959	plantfungi
1sw6_A	36	243	P09959	plantfungi
1sw6_A	66	121	P09959	plantfungi
1sw6_A	77	104	P09959	plantfungi
1sxj_A	1	233	P38630	plantfungi
1sxj_A	1	267	P38630	plantfungi
1sxj_A	1	343	P38630	plantfungi
1sxj_A	1	426	P38630	plantfungi
1sxj_A	1	79	P38630	plantfungi
1sxj_A	1	95	P38630	plantfungi
1sxj_A	119	227	P38630	plantfungi
1sxj_A	2	197	P38630	plantfungi
1sxj_A	245	441	P38630	plantfungi
1sxj_A	3	373	P38630	plantfungi
1sxj_A	55	104	P38630	plantfungi
1sxj_B	1	201	P40339	plantfungi
1sxj_B	10	98	P40339	plantfungi
1sxj_B	100	299	P40339	plantfungi
1sxj_B	102	205	P40339	plantfungi
1sxj_B	126	313	P40339	plantfungi
1sxj_B	157	234	P40339	plantfungi
1sxj_B	176	235	P40339	plantfungi
1sxj_B	249	317	P40339	plantfungi
1sxj_B	3	129	P40339	plantfungi
1sxj_B	3	181	P40339	plantfungi
1sxj_B	3	317	P40339	plantfungi
1sxj_B	3	61	P40339	plantfungi
1sxj_B	30	181	P40339	plantfungi
1sxj_B	31	219	P40339	plantfungi
1sxj_B	34	159	P40339	plantfungi
1sxj_B	34	317	P40339	plantfungi
1sxj_B	38	112	P40339	plantfungi
1sxj_B	38	135	P40339	plantfungi
1sxj_B	4	158	P40339	plantfungi
1sxj_B	4	219	P40339	plantfungi
1sxj_B	50	231	P40339	plantfungi
1sxj_B	69	204	P40339	plantfungi
1sxj_B	79	153	P40339	plantfungi
1sxj_B	8	235	P40339	plantfungi
1sxj_B	8	267	P40339	plantfungi
1sxj_C	1	178	P38629	plantfungi
1sxj_C	1	203	P38629	plantfungi
1sxj_C	1	73	P38629	plantfungi
1sxj_C	216	323	P38629	plantfungi
1sxj_C	26	150	P38629	plantfungi
1sxj_C	6	156	P38629	plantfungi
1sxj_D	1	166	P40348	plantfungi
1sxj_D	1	213	P40348	plantfungi
1sxj_D	1	244	P40348	plantfungi
1sxj_D	1	329	P40348	plantfungi
