16vp_A	3	304	P06492	virus
4gmp_0	1	12	E5RPG0	virus
4gmp_0	1	213	E5RPG0	virus
4gmp_0	1	238	E5RPG0	virus
4gmp_0	44	238	E5RPG0	virus
4gmp_1	1	136	Q91D09	virus
4gmr_A	1	160	nan	nan
4gmr_A	17	143	nan	nan
4gmr_A	17	77	nan	nan
4gmr_A	36	143	nan	nan
4gpm_A	1	158	nan	nan
4gpm_A	19	158	nan	nan
4gv8_A	1	154	Q8SDV3	virus
4gz8_A	25	484	O08665	nonHumanMammal
4gzo_A	1	389	K7N5N3	virus
4gzo_A	35	367	K7N5N3	virus
4gzs_A	1	389	K7N5N8	virus
4gzs_A	35	367	K7N5N8	virus
4h14_A	1	285	Q1HLC5	virus
4h53_A	1	389	Q194T1	virus
4h53_A	35	367	Q194T1	virus
4h87_A	3	42	Q9BWU0	human
4hb5_A	19	158	nan	nan
4hb5_A	30	95	nan	nan
4hb5_A	5	140	nan	nan
4hdg_A	1	613	P27395	virus
4heo_A	2	57	nan	nan
4hfq_A	64	197	A0A0H2URA0	bacteria
4hfq_A	66	180	A0A0H2URA0	bacteria
4hfq_A	82	179	A0A0H2URA0	bacteria
4hfu_A	2	321	P03451	virus
4hi3_A	1	301	P0C6U8	virus
4hkj_D	1	187	Q8QMP2	virus
4hkj_D	1	62	Q8QMP2	virus
4hkj_D	54	187	Q8QMP2	virus
4hll_A	37	132	nan	nan
4hlx_A	1	100	Q77Q82	virus
4hqd_A	17	144	nan	nan
4hqd_A	33	144	nan	nan
4hqd_A	48	67	nan	nan
4hrm_B	31	123	nan	nan
4hrm_B	8	110	nan	nan
4hsi_A	1	602	P06437	virus
4htu_A	8	133	Q9KEI9	bacteria
4hxi_A	1	115	Q9UH77	human
4hxi_A	1	193	Q9UH77	human
4hxi_A	1	80	Q9UH77	human
4hxi_A	1	96	Q9UH77	human
4hxi_A	101	192	Q9UH77	human
4hxi_A	17	193	Q9UH77	human
4hxi_A	18	116	Q9UH77	human
4hxi_A	41	193	Q9UH77	human
4i1s_A	122	239	A7LCX1	nonHumanMammal
4i1s_B	1	53	P11207	virus
4i1t_A	1	170	Q915A5	virus
4i1t_A	1	86	Q915A5	virus
4i1t_A	146	169	Q915A5	virus
4i1t_A	85	146	Q915A5	virus
4i9x_A	3	161	Q6RJQ3	virus
4ib4_A	293	376	P41595	human
4ick_A	17	125	P50583	human
4idh_A	1	269	Q716H3	virus
4ika_A	1	142	I3UIB4	virus
4ika_A	1	463	I3UIB4	virus
4ika_A	142	406	I3UIB4	virus
4ika_A	17	463	I3UIB4	virus
4ika_A	229	333	I3UIB4	virus
4ika_D	1	21	nan	nan
4ikf_A	1	369	P14350	virus
4ikf_A	1	74	P14350	virus
4ikf_A	114	223	P14350	virus
4ikf_A	62	220	P14350	virus
4imq_A	17	137	Q83883	virus
4imq_A	3	174	Q83883	virus
4in2_A	1	174	Q83883	virus
4iov_A	1	521	B4Y891	virus
4iox_A	1	226	P04295	virus
4iox_A	1	49	P04295	virus
4iox_A	2	67	P04295	virus
4iqy_A	46	185	A1Z1Q3	human
4iry_B	1	425	Q1K9H2	virus
4ivj_A	288	441	P03485	virus
4ivj_A	335	390	P03485	virus
4j1y_A	3	66	P09871	human
4j23_A	9	199	P21802	human
4j3k_A	3	134	P33469	virus
4j4r_A	4	249	I6WJ72	virus
4j4r_A	4	94	I6WJ72	virus
4j4r_A	95	249	I6WJ72	virus
4j4w_A	1	244	A7KCP4	virus
4j80_A	1	254	Q56237	bacteria
4j80_A	2	59	Q56237	bacteria
4j80_A	5	208	Q56237	bacteria
4j8y_A	1	154	nan	nan
4jdj_A	113	274	O96013	human
4jdj_A	117	225	O96013	human
4jdj_A	57	218	O96013	human
4jf7_D	1	493	P04850	virus
4jf7_D	148	422	P04850	virus
4jf7_D	75	493	P04850	virus
4jf7_D	77	422	P04850	virus
4jf7_D	85	401	P04850	virus
4jhw_F	1	450	P03420	virus
4jjs_A	1	511	O92972	virus
4jjs_A	1	560	O92972	virus
4jm0_A	1	176	Q6RJQ3	virus
4jm0_A	14	113	Q6RJQ3	virus
4jm0_A	15	155	Q6RJQ3	virus
4jnh_A	1	172	P14349	virus
4jtx_C	1	323	C3W5S1	virus
4juk_A	1	321	B7NWR4	virus
4jul_A	2	322	Q00G25	virus
4jum_A	2	322	A0FFQ6	virus
4jun_A	2	322	Q2F4V6	virus
4jzu_A	44	134	O35013	bacteria
4k1j_A	1	389	Q194T1	virus
4k1j_A	35	367	Q194T1	virus
4k3g_A	5	110	nan	nan
4k4s_A	1	463	P03300	virus
4k4s_A	17	462	P03300	virus
4k4u_A	1	462	P03300	virus
4k4u_A	17	462	P03300	virus
4k4w_A	1	462	P03300	virus
4k4w_A	17	462	P03300	virus
4k4x_A	1	464	Q5UEA2	virus
4k4x_A	142	406	Q5UEA2	virus
4k4x_A	17	463	Q5UEA2	virus
4k4x_A	406	463	Q5UEA2	virus
4k50_A	1	144	Q82122	virus
4k50_A	1	461	Q82122	virus
4k50_A	151	404	Q82122	virus
4k50_A	404	461	Q82122	virus
4k5a_B	25	152	nan	nan
4k62_A	2	322	A8HWY8	virus
4k65_A	2	322	A8HWY8	virus
4k6m_A	1	51	P27395	virus
4k6m_A	1	889	P27395	virus
4k6m_A	217	888	P27395	virus
4k70_A	166	483	Q911W0	virus
4k70_A	17	483	Q911W0	virus
4k70_A	19	237	Q911W0	virus
4kai_A	1	511	P26663	virus
4kai_A	1	537	P26663	virus
4kai_A	511	552	P26663	virus
4kdm_A	2	323	Q6DQ33	virus
4kdq_A	1	322	C5HMM2	virus
4kds_A	113	371	I3WWD7	nonMammalVertebrate
4kds_A	143	371	I3WWD7	nonMammalVertebrate
4kds_A	25	371	I3WWD7	nonMammalVertebrate
4kds_A	7	371	I3WWD7	nonMammalVertebrate
4ke5_A	1	511	P26663	virus
4ke5_A	1	537	P26663	virus
4ke5_A	511	548	P26663	virus
4kfu_A	1	170	D5IEZ9	virus
4kfu_A	1	205	D5IEZ9	virus
4khm_A	1	515	B1PPP0	virus
4khm_A	1	563	B1PPP0	virus
4khm_A	105	399	B1PPP0	virus
4khm_A	280	371	B1PPP0	virus
4khr_A	1	515	B1PPP0	virus
4khr_A	1	563	B1PPP0	virus
4khr_A	138	382	B1PPP0	virus
4khr_A	197	347	B1PPP0	virus
4khr_A	280	371	B1PPP0	virus
4kkd_A	4	67	P48740	human
4kse_B	1	402	P04585	virus
4ktc_A	1	176	P26662	virus
4ktc_A	31	176	P26662	virus
4kth_A	2	323	G2U0T8	virus
4kv8_A	1	555	P04585	virus
4kv8_B	1	408	P04585	virus
4kvn_A	1	332	C6KNH7	virus
4kvn_A	1	471	C6KNH7	virus
4kw1_A	1	322	G1JUF7	virus
4kw3_A	1	267	Q3YPH6	virus
4kwm_A	3	324	C0LYC6	virus
4kyc_A	371	421	Q91MK1	virus
4kyd_A	373	402	P21738	virus
4kyx_A	1	119	Q4ULX7	bacteria
4kyx_A	1	135	Q4ULX7	bacteria
4kyx_A	1	75	Q4ULX7	bacteria
4l1r_A	1	609	P06437	virus
4l5n_A	1	230	P10186	virus
4l5n_A	28	228	P10186	virus
4l5n_A	46	230	P10186	virus
4l5n_A	62	217	P10186	virus
4l5n_A	67	198	P10186	virus
4l78_A	608	1278	P74881	bacteria
4l78_A	625	1281	P74881	bacteria
4lcb_A	1	63	F4B4B0	bacteria
4ld8_A	2	227	Q5XX06	virus
4ldb_A	1	267	Q05128	virus
4ldb_A	2	243	Q05128	virus
4lgd_A	5	268	Q13188	human
4lgd_A	50	269	Q13188	human
4lgd_A	9	209	Q13188	human
4lgy_A	1031	1262	P74881	bacteria
4lgy_A	1032	1289	P74881	bacteria
4lgy_A	616	1284	P74881	bacteria
4lgy_A	624	936	P74881	bacteria
4lin_A	63	251	P35837	virus
4lin_A	74	140	P35837	virus
4liy_A	1	187	P04501	virus
4lj1_A	1	131	O06624	bacteria
4lki_A	1	315	V5IRV5	virus
4ln3_A	1	317	R4NN21	virus
4ln6_A	1	317	R4NN21	virus
4lp7_A	1	220	Q91F56	virus
4lq3_A	1	139	Q2N379	virus
4lq3_A	1	155	Q2N379	virus
4lq3_A	1	496	Q2N379	virus
4lq3_A	135	409	Q2N379	virus
4lq3_A	155	409	Q2N379	virus
4lq3_A	184	357	Q2N379	virus
4lq3_A	292	367	Q2N379	virus
4lq3_A	421	496	Q2N379	virus
4lqf_A	1	63	Q71TT1	virus
4lqf_A	36	78	Q71TT1	virus
4lqk_C	89	133	P26672	virus
4lqs_A	101	194	P53894	plantfungi
4lqs_A	117	194	P53894	plantfungi
4lqs_A	138	272	P53894	plantfungi
4lqs_A	144	256	P53894	plantfungi
4lqs_A	50	332	P53894	plantfungi
4lqs_A	52	195	P53894	plantfungi
4lqs_A	54	257	P53894	plantfungi
4lqs_A	56	274	P53894	plantfungi
4lqs_A	68	193	P53894	plantfungi
4lqs_A	85	194	P53894	plantfungi
4lw8_A	4	61	B4EFL1	bacteria
4lxv_A	1	324	J7MFR5	virus
4lzb_A	1	219	Q91UM2	virus
4lzb_A	115	219	Q91UM2	virus
4lzb_A	44	219	Q91UM2	virus
4m0q_A	1	223	Q05322	virus
4m0s_A	1	143	O57247	virus
4m0s_A	2	100	O57247	virus
4m0w_A	1	318	P0C6U8	virus
4m1g_A	1	66	Q71TT1	virus
4m40_F	1	172	A3DQM7	virus
4m40_F	33	124	A3DQM7	virus
4m44_A	1	344	A3DQM7	virus
4m4w_J	106	180	P06567	bacteria
4m4w_J	98	215	P06567	bacteria
4m4y_A	1	325	C3W5S1	virus
4mbs_A	1	347	P51681	human
4mbs_A	18	72	P51681	human
4mbs_A	44	347	P51681	human
4mds_A	1	304	P0C6U8	virus
4mg3_A	1	143	Q9QF31	virus
4mg3_A	56	127	Q9QF31	virus
4mgh_A	620	1279	P74881	bacteria
4mgh_A	701	982	P74881	bacteria
4mhh_A	4	325	Q9Q0U6	virus
4mhi_A	3	324	Q9Q0U6	virus
4mhi_B	2	89	Q9Q0U6	virus
4miw_A	1	171	Q6GWS2	virus
4miw_A	1	86	Q6GWS2	virus
4miw_A	86	147	Q6GWS2	virus
4mmq_B	1	330	P10104	virus
4mmr_B	1	378	P10104	virus
4mmv_B	1	383	P10104	virus
4mpo_A	24	146	A0A0H3MCJ9	bacteria
4mpo_A	27	128	A0A0H3MCJ9	bacteria
4mpo_A	31	70	A0A0H3MCJ9	bacteria
4mrs_A	351	420	Q2G506	bacteria
4mrs_A	352	563	Q2G506	bacteria
4mrs_A	368	598	Q2G506	bacteria
4mrs_A	369	579	Q2G506	bacteria
4mrs_A	372	563	Q2G506	bacteria
4mrs_A	390	562	Q2G506	bacteria
4mrs_A	490	549	Q2G506	bacteria
4mwf_C	1	170	P27958	virus
4mwf_C	1	33	P27958	virus
4myc_A	337	405	P40416	plantfungi
4myc_A	337	550	P40416	plantfungi
4myc_A	353	439	P40416	plantfungi
4myc_A	357	550	P40416	plantfungi
4myc_A	361	588	P40416	plantfungi
4myc_A	475	534	P40416	plantfungi
4myv_A	1	177	P03172	virus
4myv_A	2	145	P03172	virus
4myv_A	21	146	P03172	virus
4mza_A	1	433	P08492	virus
4mza_A	25	433	P08492	virus
4mze_A	1	433	P08492	virus
4mze_A	25	433	P08492	virus
4mze_A	38	411	P08492	virus
4n5b_A	1	55	D2DEB8	virus
4n5y_A	4	325	Q6DQ33	virus
4n5z_A	4	325	Q5EP31	virus
4n9f_G	1	152	P12504	virus
4n9f_G	1	171	P12504	virus
4nbp_A	1	130	P03072	virus
4nbp_A	5	99	P03072	virus
4nho_A	146	365	Q9BUQ8	human
4nho_A	32	410	Q9BUQ8	human
4nho_A	344	405	Q9BUQ8	human
4nho_A	57	408	Q9BUQ8	human
4nho_A	80	365	Q9BUQ8	human
4nk6_A	51	288	Q887Q3	bacteria
4nk6_A	51	347	Q887Q3	bacteria
4nk6_A	58	371	Q887Q3	bacteria
4nkj_A	92	143	S5DRP1	virus
4nlo_A	1	459	P03300	virus
4nlo_A	17	459	P03300	virus
4nlp_A	1	459	P03300	virus
4nlp_A	17	459	P03300	virus
4nlq_A	1	459	P03300	virus
4nlq_A	17	459	P03300	virus
4nlr_A	1	459	P03300	virus
4nlr_A	17	459	P03300	virus
4nls_A	1	458	P03300	virus
4nls_A	17	458	P03300	virus
4nlt_A	1	458	P03300	virus
4nlt_A	17	458	P03300	virus
4nlu_A	1	458	P03300	virus
4nlu_A	17	458	P03300	virus
4nlv_A	1	459	P03300	virus
4nlv_A	17	459	P03300	virus
4nlw_A	1	460	P03300	virus
4nlw_A	17	460	P03300	virus
4nlx_A	1	459	P03300	virus
4nlx_A	17	459	P03300	virus
4nly_A	1	459	P03300	virus
4nly_A	17	459	P03300	virus
4nng_A	4	88	P9WH43	bacteria
4nrj_A	1	342	P03460	virus
4nrj_B	1	171	P03460	virus
4nrj_B	38	126	P03460	virus
4nyz_A	1	138	P12296	virus
4nyz_A	1	461	P12296	virus
4nyz_A	138	408	P12296	virus
4nyz_A	162	363	P12296	virus
4nyz_A	232	364	P12296	virus
4nz0_A	1	151	P12296	virus
4nz0_A	1	461	P12296	virus
4nz0_A	143	407	P12296	virus
4nz0_A	232	363	P12296	virus
4nz0_A	408	461	P12296	virus
4o5i_A	3	318	R9U684	virus
4o6b_A	9	320	P29990	virus
4o6c_A	1	339	Q9Q6P4	virus
4o7q_A	7	90	O14862	human
4oav_B	419	480	Q05823	human
4obc_A	2	516	Q99IB8	virus
4obc_A	2	555	Q99IB8	virus
4obc_A	516	555	Q99IB8	virus
4od8_D	2	52	P20995	virus
4oks_A	1	441	K4KA16	virus
4ol8_A	116	219	Q99315	plantfungi
4ol8_A	148	219	Q99315	plantfungi
4ol8_A	163	239	Q99315	plantfungi
4ol8_A	179	260	Q99315	plantfungi
4ol8_A	19	371	Q99315	plantfungi
4ol8_A	19	78	Q99315	plantfungi
4ol8_A	219	391	Q99315	plantfungi
4ol8_A	235	391	Q99315	plantfungi
4ol8_A	25	294	Q99315	plantfungi
4ol8_A	280	391	Q99315	plantfungi
4ol8_A	300	391	Q99315	plantfungi
4ol8_A	37	219	Q99315	plantfungi
4ol8_A	38	383	Q99315	plantfungi
4ol8_A	57	391	Q99315	plantfungi
4ol8_A	78	219	Q99315	plantfungi
4oli_A	64	144	P29597	human
4ony_A	9	184	C0RL96	bacteria
4oos_A	3	310	K4LM89	virus
4oos_A	54	310	K4LM89	virus
4oov_A	1	308	R4I4P2	virus
4oov_A	52	308	R4I4P2	virus
4oph_A	1	203	Q20NS3	virus
4opo_A	3	310	B5BTT5	virus
4opo_A	54	310	B5BTT5	virus
4or8_A	15	226	P35256	virus
4oyd_A	59	151	P0C6Z1	virus
4p16_A	1	316	K0BWD0	virus
4p25_A	65	289	G8FL04	virus
4p55_A	1	106	Q2HR71	virus
4p9a_A	1	384	M9V5W3	virus
4pb6_A	1	503	A0A0J9X1Z3	virus
4pb6_A	4	169	A0A0J9X1Z3	virus
4pcg_A	1	268	D6QWI0	virus
4pch_A	1	253	D6QWK5	virus
4pgr_A	1	171	O31539	bacteria
4pgr_A	1	189	O31539	bacteria
4pgr_A	1	208	O31539	bacteria
4pgr_A	52	208	O31539	bacteria
4pgr_A	53	149	O31539	bacteria
4pgr_A	89	208	O31539	bacteria
4pkd_B	3	221	P08621	human
4pkd_B	4	197	P08621	human
4poq_A	1	272	E9NQ90	virus
4pp4_A	168	249	P03134	virus
4pus_A	2	159	P05777	virus
4px9_A	50	263	O00571	human
4pxa_A	315	414	O00571	human
4pxa_A	46	440	O00571	human
4pxa_A	65	437	O00571	human
4pxa_A	81	415	O00571	human
4q0w_A	1	228	P07276	plantfungi
4q48_A	244	317	Q9RUU2	bacteria
4q4g_X	74	207	O53168	bacteria
4q4v_1	1	282	V9VEF3	virus
4q4v_1	1	33	V9VEF3	virus
4q4v_1	33	202	V9VEF3	virus
4q4v_1	53	282	V9VEF3	virus
4q4v_1	56	133	V9VEF3	virus
4q4v_2	1	232	V9VEF3	virus
4q4v_2	1	265	V9VEF3	virus
4q4v_2	49	265	V9VEF3	virus
4q4v_3	1	194	V9VEF3	virus
4q4v_3	1	238	V9VEF3	virus
4q4v_3	43	237	V9VEF3	virus
4q4v_3	73	233	V9VEF3	virus
4q4v_3	81	176	V9VEF3	virus
4q4v_4	12	58	V9VEF3	virus
4q4w_4	13	56	V9VEF3	virus
4q95_A	1	139	P53816	human
4q95_A	65	138	P53816	human
4q9h_A	957	1168	P21447	nonHumanMammal
4q9q_H	77	226	nan	nan
4qaz_A	1	96	P18272	virus
4qc8_A	1	499	G8GWG8	virus
4qc8_A	5	464	G8GWG8	virus
4qc8_A	5	480	G8GWG8	virus
4qc9_A	2	56	P04303	virus
4qca_A	99	156	P04303	virus
4qcl_A	360	804	P09884	human
4qff_A	335	390	P03485	virus
4qiw_A	2	826	Q5JE33	bacteria
4qiw_A	227	489	Q5JE33	bacteria
4qiw_B	276	1070	Q5JE32	bacteria
4qiw_B	292	1070	Q5JE32	bacteria
4qiw_B	437	1001	Q5JE32	bacteria
4qiw_B	437	1070	Q5JE32	bacteria
4qiw_B	521	1070	Q5JE32	bacteria
4qiw_B	539	1070	Q5JE32	bacteria
4qiw_C	232	336	Q5JE34	bacteria
4qiw_N	1	64	Q5JJC9	bacteria
4qpg_C	1	247	P08617	virus
4qpg_C	1	67	P08617	virus
4qpg_C	55	247	P08617	virus
4qpg_C	63	201	P08617	virus
4qpi_A	1	264	Q8QXR6	virus
4qpi_A	1	46	Q8QXR6	virus
4qpi_A	46	214	Q8QXR6	virus
4qpi_A	76	258	Q8QXR6	virus
4qpi_B	1	188	P08617	virus
4qpi_B	1	218	P08617	virus
4qpi_B	54	218	P08617	virus
4qpx_A	1	157	Q70ET3	virus
4qpx_A	1	496	Q70ET3	virus
4qpx_A	144	416	Q70ET3	virus
4qpx_A	416	496	Q70ET3	virus
4qva_A	76	311	H8YRY9	virus
4qwo_A	2	135	Q8V4T7	virus
4r0e_A	1	462	P03300	virus
4r0e_A	17	462	P03300	virus
4r1s_A	3	67	A0A059TC02	plantfungi
4r3d_B	1	321	K9N638	virus
4r7g_A	618	1282	P74881	bacteria
4r7g_A	620	932	P74881	bacteria
4r7g_A	676	921	P74881	bacteria
4rdj_A	65	294	Q8BCA3	virus
4rez_A	1	312	M4STU1	virus
4rlv_A	287	839	Q01484	human
4rlv_A	288	813	Q01484	human
4rlv_A	304	737	Q01484	human
4rlv_A	320	814	Q01484	human
4rlv_A	381	811	Q01484	human
4rlv_A	450	839	Q01484	human
4rlv_A	455	821	Q01484	human
4rlv_A	471	812	Q01484	human
4rlv_A	488	819	Q01484	human
4rlv_A	504	783	Q01484	human
4rlv_A	544	839	Q01484	human
4rlv_A	553	777	Q01484	human
4rlv_A	554	821	Q01484	human
4rlv_A	560	839	Q01484	human
4rlv_A	579	838	Q01484	human
4rlv_A	596	838	Q01484	human
4rlv_A	615	838	Q01484	human
4rlv_A	632	839	Q01484	human
4rlv_A	634	711	Q01484	human
4rlv_A	648	837	Q01484	human
4rlv_A	650	711	Q01484	human
4rlv_A	654	816	Q01484	human
4rlv_A	664	777	Q01484	human
4rlv_A	664	839	Q01484	human
4rlv_A	667	760	Q01484	human
4rlv_A	672	814	Q01484	human
4rlv_A	676	795	Q01484	human
4rlv_A	681	744	Q01484	human
4rlv_A	681	778	Q01484	human
4rlv_A	681	839	Q01484	human
4rlv_A	694	823	Q01484	human
4rlv_A	697	780	Q01484	human
4rlv_A	699	839	Q01484	human
4rlv_A	710	822	Q01484	human
4rlv_A	715	805	Q01484	human
4rlv_A	717	777	Q01484	human
4rlv_A	724	839	Q01484	human
4rlv_A	727	822	Q01484	human
4rlv_A	749	814	Q01484	human
4rlv_A	750	833	Q01484	human
4rlv_A	751	778	Q01484	human
4rlv_A	766	823	Q01484	human
4rlv_A	78	176	Q01484	human
4rlv_A	85	148	Q01484	human
4rly_A	221	277	Q01484	human
4rlz_A	1	307	Q6B7R3	virus
4rlz_A	52	307	Q6B7R3	virus
4rna_A	1	322	K4LC41	virus
4rpb_A	1	301	K7X601	virus
4rpb_A	51	301	K7X601	virus
4rpv_A	105	213	P11309	human
4rpv_A	118	196	P11309	human
4rpv_A	123	213	P11309	human
4rpv_A	94	164	P11309	human
4rqp_G	1	12	F6KTB0	virus
4rqp_G	1	213	F6KTB0	virus
4rqp_G	1	239	F6KTB0	virus
4rqp_G	44	239	F6KTB0	virus
4rrw_A	1	553	Q05769	nonHumanMammal
4rrw_A	140	539	Q05769	nonHumanMammal
4rrw_A	38	487	Q05769	nonHumanMammal
4rrw_A	59	552	Q05769	nonHumanMammal
4rrx_A	1	552	Q05769	nonHumanMammal
4rrx_A	140	538	Q05769	nonHumanMammal
4rrx_A	38	486	Q05769	nonHumanMammal
4rrx_A	58	551	Q05769	nonHumanMammal
4rs4_A	1	342	P0C6X1	virus
4rs4_A	1	70	P0C6X1	virus
4rso_A	1	521	Q808Y3	virus
4rw6_A	2	539	P03366	virus
4ry2_A	416	664	A3DCU1	bacteria
4ry2_A	419	637	A3DCU1	bacteria
4ry2_A	421	560	A3DCU1	bacteria
4ry2_A	426	586	A3DCU1	bacteria
4ry2_A	430	701	A3DCU1	bacteria
4ry2_A	461	646	A3DCU1	bacteria
4ry2_A	461	684	A3DCU1	bacteria
4ry2_A	461	700	A3DCU1	bacteria
4ry2_A	462	528	A3DCU1	bacteria
4ry2_A	470	578	A3DCU1	bacteria
4ry2_A	477	650	A3DCU1	bacteria
4ry2_A	477	667	A3DCU1	bacteria
4ry2_A	478	684	A3DCU1	bacteria
4ry2_A	479	558	A3DCU1	bacteria
4ry2_A	480	539	A3DCU1	bacteria
4ry2_A	481	700	A3DCU1	bacteria
4ry2_A	496	675	A3DCU1	bacteria
4ry4_A	1	515	O92972	virus
4ry4_A	1	567	O92972	virus
4ry5_A	1	45	O92972	virus
4ry5_A	1	515	O92972	virus
4ry5_A	1	566	O92972	virus
4ry5_A	116	399	O92972	virus
4ry6_A	1	45	O92972	virus
4ry6_A	1	515	O92972	virus
4ry6_A	1	566	O92972	virus
4ry7_A	1	515	O92972	virus
4ry7_A	1	566	O92972	virus
4s1t_A	1	343	P0C6X1	virus
4s1t_A	70	343	P0C6X1	virus
4tlr_A	1	515	nan	nan
4tlr_A	1	565	nan	nan
4tn2_A	2	509	P26663	virus
4tn2_A	2	562	P26663	virus
4tqu_S	127	204	Q9KWT9	bacteria
4tqu_S	128	221	Q9KWT9	bacteria
4tqu_S	19	220	Q9KWT9	bacteria
4tqu_S	20	238	Q9KWT9	bacteria
4tqu_S	21	166	Q9KWT9	bacteria
4tqu_S	24	202	Q9KWT9	bacteria
4tqu_S	25	105	Q9KWT9	bacteria
4tqu_S	25	182	Q9KWT9	bacteria
4tqu_S	3	170	Q9KWT9	bacteria
4tqu_S	35	220	Q9KWT9	bacteria
4tqu_S	4	240	Q9KWT9	bacteria
4tqu_S	7	204	Q9KWT9	bacteria
4tqu_S	8	65	Q9KWT9	bacteria
4tt0_A	1	130	P10220	virus
4tvm_A	66	285	P9WPD5	bacteria
4ty8_B	1	505	D0PY27	virus
4ty8_B	1	534	D0PY27	virus
4ty9_A	1	505	D0PY27	virus
4ty9_A	1	530	D0PY27	virus
4u0q_B	3	166	P35613	human
4u0q_B	6	182	P35613	human
4u4h_A	12	199	P10205	virus
4u5z_A	1	272	E2ESL7	virus
4u6h_E	1	167	P07612	virus
4u6h_E	22	164	P07612	virus
4ubd_A	1	321	Q91MA7	virus
4uci_A	20	362	Q91L20	virus
4uck_A	20	371	Q91L20	virus
4ud0_B	18	351	Q91L20	virus
4ud0_B	40	224	Q91L20	virus
4ud1_A	1	134	T2B9R0	virus
4uf1_A	1	136	Q08FX8	virus
4uf1_A	1	64	Q08FX8	virus
4uf1_A	64	136	Q08FX8	virus
4uf2_A	1	137	Q08FX8	virus
4uft_B	1	265	nan	nan
4uft_B	1	378	nan	nan
4uoi_A	1	55	H9XGD6	virus
4uuc_A	164	222	Q8WXH4	human
4uud_A	307	329	Q05193	human
4v0q_A	1	852	Q5UB51	virus
4v0q_A	214	852	Q5UB51	virus
4v0r_A	1	853	Q5UB51	virus
4v0r_A	214	853	Q5UB51	virus
4v0u_E	1	21	nan	nan
4v14_A	1	123	Q9KPH6	bacteria
4w60_A	1	118	P08586	virus
4w7s_A	289	411	P23394	plantfungi
4w7s_A	307	411	P23394	plantfungi
4wa1_A	1	341	I6NNE1	virus
4wa1_A	1	492	I6NNE1	virus
4wa8_A	1	209	Q8TXU4	bacteria
4wa8_A	1	228	Q8TXU4	bacteria
4wa8_A	1	288	Q8TXU4	bacteria
4wa8_A	88	153	Q8TXU4	bacteria
4we5_A	1	322	Q1PUD9	virus
4we8_A	1	342	R9U684	virus
4we8_A	1	492	R9U684	virus
4web_E	1	124	Q9QF35	virus
4wef_A	1	432	Q6WJ03	virus
4wef_A	24	432	Q6WJ03	virus
4wfx_A	1	463	P03313	virus
4wfx_A	17	463	P03313	virus
4wid_A	1	351	Q2FAE9	virus
4wid_A	1	65	Q2FAE9	virus
4wid_A	22	93	Q2FAE9	virus
4wmd_A	1	302	W6A941	virus
4wnq_A	2	191	nan	nan
4wok_A	2	177	A0A0H3ASR6	bacteria
4wok_A	2	279	A0A0H3ASR6	bacteria
4wok_A	3	241	A0A0H3ASR6	bacteria
4wrt_A	2	710	Q5V8Z9	virus
4wrt_B	1	143	Q5V8Y6	virus
4wrt_B	1	743	Q5V8Y6	virus
4wrt_B	143	503	Q5V8Y6	virus
4wrt_B	503	743	Q5V8Y6	virus
4wrt_C	2	251	Q5V8X3	virus
4wsb_A	1	693	H6QM92	virus
4wsb_C	2	735	H6QM90	virus
4wsg_A	1	457	P04849	virus
4wsr_A	1	484	Q0A3A5	virus
4wss_A	1	491	Q0A3A5	virus
4wt9_A	2	508	Q99IB8	virus
4wt9_A	2	545	Q99IB8	virus
4wur_A	1	318	K9N7C7	virus
4wx4_A	1	202	B9A5C1	virus
4wx4_A	1	50	B9A5C1	virus
4wx4_A	134	202	B9A5C1	virus
4wx4_A	50	145	B9A5C1	virus
4wxp_A	1	446	P26663	virus
4wxp_A	167	245	P26663	virus
4wxr_A	1	162	A1Z092	virus
4wxr_A	1	428	A1Z092	virus
4wxr_A	13	88	A1Z092	virus
4wxr_A	131	219	A1Z092	virus
4wy3_A	1	307	P0C6X7	virus
4wyw_A	2	153	P03311	virus
4wyw_A	58	326	P03311	virus
4wzn_A	1	113	P08617	virus
4wzn_A	1	139	P08617	virus
4x14_A	1	258	P03089	virus
4x1z_A	53	333	I7FLU3	virus
4x1z_A	75	333	I7FLU3	virus
4x51_A	1	143	P18893	nonHumanMammal
4xa1_A	41	119	Q15691	human
4xa3_A	1	115	Q15691	human
4xa3_A	42	115	Q15691	human
4xa4_A	131	201	P12883	human
4xa6_A	43	136	Q15691	human
4xal_A	1	91	P10233	virus
4xbd_A	5	139	Q83883	virus
4xdx_A	2	70	P10145	human
4xhj_A	1	181	Q775J3	virus
4xhj_A	1	730	Q775J3	virus
4xhj_A	173	728	Q775J3	virus
4xhj_A	400	730	Q775J3	virus
4xhj_B	1	133	Q9J3N1	virus
4xhj_B	2	84	Q9J3N1	virus
4xhj_B	21	83	Q9J3N1	virus
4xhj_B	31	133	Q9J3N1	virus
4xjn_A	1	396	Q88435	virus
4xjn_A	1	69	Q88435	virus
4xjn_A	1	90	Q88435	virus
4xjn_A	112	396	Q88435	virus
4xjn_A	54	396	Q88435	virus
4xjn_A	93	396	Q88435	virus
4xjq_A	1	433	G8G134	virus
4xjq_A	25	433	G8G134	virus
4xnv_A	1	341	P47900	human
4xnv_A	11	212	P47900	human
4xnv_A	12	117	P47900	human
4xnv_A	12	171	P47900	human
4xnv_A	120	290	P47900	human
